Date,Time,Open,High,Low,Close,VWAP
21-Jan-26,09.15,15797,15973,15784,15828,16479.620173366504
21-Jan-26,10.15,15826,15837,15702,15757,16467.704266338067
21-Jan-26,11.15,15755,15786,15693,15762,16461.28917204429
21-Jan-26,12.15,15758,15850,15727,15756,16456.063138282556
21-Jan-26,13.15,15762,15781,15726,15744,16451.595001557056
21-Jan-26,14.15,15744,15803,15742,15754,16443.935223946257
21-Jan-26,15.15,15754,15826,15741,15821,16439.31151791877
22-Jan-26,09.15,15929,15971,15824,15873,16428.317942465354
22-Jan-26,10.15,15873,15901,15737,15750,16424.210665155228
22-Jan-26,11.15,15752,15786,15714,15759,16417.412969274592
22-Jan-26,12.15,15761,15827,15745,15780,16411.191143634394
22-Jan-26,13.15,15777,15789,15726,15737,16407.466661489165
22-Jan-26,14.15,15735,15811,15717,15761,16397.20150607521
22-Jan-26,15.15,15760,15787,15735,15735,16393.513933124705
23-Jan-26,09.15,15802,15846,15702,15746,16388.844723036556
23-Jan-26,10.15,15744,15783,15594,15615,16384.19059393408
23-Jan-26,11.15,15615,15628,15497,15512,16374.439275137816
23-Jan-26,12.15,15511,15519,15451,15482,16365.443510181483
23-Jan-26,13.15,15482,15507,15458,15480,16355.626179046236
23-Jan-26,14.15,15481,15541,15439,15450,16342.655994503792
23-Jan-26,15.15,15450,15519,15450,15511,16338.406669484324
27-Jan-26,09.15,15300,15387,15013,15218,16306.660813875096
27-Jan-26,10.15,15214,15244,15015,15062,16285.380800894
27-Jan-26,11.15,15068,15203,15058,15156,16274.792692038533
27-Jan-26,12.15,15154,15202,15127,15199,16266.08533088955
27-Jan-26,13.15,15199,15246,15134,15138,16257.331422027251
27-Jan-26,14.15,15136,15262,15122,15255,16234.054862696164
27-Jan-26,15.15,15257,15299,15237,15237,16226.545047457852
28-Jan-26,09.15,15169,15172,14845,14908,16174.67866460009
28-Jan-26,10.15,14907,14966,14813,14956,16140.77675054814
28-Jan-26,11.15,14953,14970,14879,14945,16125.5076357521
28-Jan-26,12.15,14946,15075,14920,15045,16110.156044772852
28-Jan-26,13.15,15045,15132,14508,14510,16073.739302152311
28-Jan-26,14.15,14505,15294,14431,14879,15951.52937616802
28-Jan-26,15.15,14879,14887,14800,14880,15938.816382723026
29-Jan-26,09.15,14728,14728,14353,14505,15886.235528497104
29-Jan-26,10.15,14505,14550,14421,14494,15867.640943343771
29-Jan-26,11.15,14497,14516,14438,14502,15857.28726750122
29-Jan-26,12.15,14500,14502,14452,14462,15849.8653280198
29-Jan-26,13.15,14462,14539,14438,14511,15836.22090150804
29-Jan-26,14.15,14509,14539,14480,14496,15820.234526354914
29-Jan-26,15.15,14496,14508,14475,14484,15812.54402527231
30-Jan-26,09.15,14472,14679,14349,14425,15763.933963600952
30-Jan-26,10.15,14422,14426,14354,14363,15748.58694804268
30-Jan-26,11.15,14363,14412,14300,14409,15723.695274699783
30-Jan-26,12.15,14409,14499,14409,14457,15714.41043327577
30-Jan-26,13.15,14459,14630,14433,14595,15705.79067877246
30-Jan-26,14.15,14601,14650,14537,14586,15683.372686410405
30-Jan-26,15.15,14587,14635,14559,14580,15673.93925433821
01-Feb-26,09.15,14663,14767,14500,14725,15670.597638328152
01-Feb-26,10.15,14724,14796,14714,14765,15668.128032709572
01-Feb-26,11.15,14767,14795,14191,14543,15657.407624046667
01-Feb-26,12.15,14545,14558,14250,14347,15648.337766382154
01-Feb-26,13.15,14355,14411,14229,14270,15640.885748249118
01-Feb-26,14.15,14271,14331,14151,14160,15626.4610277658
01-Feb-26,15.15,14162,14194,14136,14180,15620.040359307472
02-Feb-26,09.15,14211,14283,14110,14178,15598.574356808447
02-Feb-26,10.15,14177,14221,14058,14086,15584.088327308686
02-Feb-26,11.15,14086,14265,14078,14265,15575.649162652371
02-Feb-26,12.15,14267,14285,14194,14246,15570.647531535416
02-Feb-26,13.15,14249,14253,14190,14212,15558.416993972316
02-Feb-26,14.15,14214,14380,14213,14379,15539.611406092856
02-Feb-26,15.15,14375,14446,14368,14378,15534.561330304869
03-Feb-26,09.15,15210,15281,14482,14550,15519.789117076498
03-Feb-26,10.15,14562,14684,14556,14664,15513.46791671269
03-Feb-26,11.15,14661,14875,14620,14870,15505.904395249068
03-Feb-26,12.15,14866,14889,14808,14837,15503.31649573573
03-Feb-26,13.15,14843,14898,14753,14756,15498.596550077566
03-Feb-26,14.15,14757,14814,14730,14784,15493.120197712336
03-Feb-26,15.15,14781,14797,14724,14768,15489.301237556523
04-Feb-26,09.15,14779,14999,14723,14978,15485.884881103892
04-Feb-26,10.15,14982,15123,14955,15015,15483.817870043378
04-Feb-26,11.15,15015,15073,14990,15068,15482.623823602433
04-Feb-26,12.15,15068,15098,14995,15083,15479.255253249868
04-Feb-26,13.15,15083,15142,15060,15134,15477.56748102344
04-Feb-26,14.15,15134,15170,15053,15085,15473.197131924708
04-Feb-26,15.15,15082,15090,15009,15009,15471.479125581744
05-Feb-26,09.15,15098,15130,14900,14943,15469.511466422864
05-Feb-26,10.15,14946,14995,14900,14986,15468.24469966951
05-Feb-26,11.15,14981,15022,14966,15007,15466.867413966518
05-Feb-26,12.15,15007,15120,15000,15107,15464.95664013706
05-Feb-26,13.15,15107,15150,15057,15067,15461.48545361853
05-Feb-26,14.15,15067,15100,15058,15073,15458.643062788127
05-Feb-26,15.15,15075,15076,15013,15049,15457.861193769162
06-Feb-26,09.15,14979,15044,14871,14989,15455.442318915912
06-Feb-26,10.15,14989,15077,14945,15077,15454.099548088378
06-Feb-26,11.15,15077,15118,15024,15032,15452.553044574735
06-Feb-26,12.15,15030,15030,14912,14945,15450.624779527028
06-Feb-26,13.15,14951,15010,14945,14964,15449.54151764402
06-Feb-26,14.15,14961,15016,14940,15012,15447.92706174874
06-Feb-26,15.15,15011,15012,14962,14980,15447.104846888646
09-Feb-26,09.15,15125,15126,14905,14951,15445.819979848193
09-Feb-26,10.15,14950,15069,14938,15022,15444.671795754128
09-Feb-26,11.15,15027,15037,15002,15032,15444.176562502238
09-Feb-26,12.15,15032,15038,14966,14985,15443.042712239656
09-Feb-26,13.15,14985,14988,14910,14929,15441.711986912522
09-Feb-26,14.15,14927,14984,14920,14973,15440.207932317411
09-Feb-26,15.15,14971,14987,14971,14980,15439.366664965755
10-Feb-26,09.15,15000,15215,14983,15194,15437.386383863635
10-Feb-26,10.15,15194,15252,15194,15238,15436.79618722046
10-Feb-26,11.15,15238,15349,15231,15287,15436.121651973488
10-Feb-26,12.15,15286,15299,15204,15221,15435.32087390423
10-Feb-26,13.15,15216,15230,15122,15172,15434.421642645504
10-Feb-26,14.15,15172,15217,15136,15148,15433.002791945206
10-Feb-26,15.15,15148,15153,15132,15136,15432.187602758602
11-Feb-26,09.15,15179,15324,15174,15281,15431.146408230186
11-Feb-26,10.15,15284,15417,15284,15343,15430.776596442916
11-Feb-26,11.15,15342,15398,15311,15380,15430.51842002782
11-Feb-26,12.15,15380,15388,15333,15375,15430.37584892255
11-Feb-26,13.15,15373,15404,15351,15396,15430.240878383338
11-Feb-26,14.15,15394,15414,15386,15406,15430.106964740971
11-Feb-26,15.15,15403,15432,15401,15415,15430.042393053733
12-Feb-26,09.15,15412,15420,15319,15362,15429.875342264068
12-Feb-26,10.15,15361,15400,15332,15373,15429.771671826968
12-Feb-26,11.15,15378,15440,15370,15410,15429.715898619055
12-Feb-26,12.15,15410,15426,15355,15356,15429.658950089402
12-Feb-26,13.15,15355,15390,15321,15336,15429.490046706524
12-Feb-26,14.15,15329,15369,15265,15335,15429.07059447884
12-Feb-26,15.15,15333,15340,15306,15328,15428.88468388645
13-Feb-26,09.15,15317,15370,15242,15276,15428.56071926624
13-Feb-26,10.15,15273,15354,15248,15328,15428.360159534404
13-Feb-26,11.15,15333,15434,15320,15409,15428.224412130752
13-Feb-26,12.15,15404,15412,15303,15314,15428.08755901936
13-Feb-26,13.15,15314,15325,15240,15285,15427.775560760076
13-Feb-26,14.15,15281,15315,15244,15254,15427.304600280644
13-Feb-26,15.15,15250,15258,15190,15211,15426.94115923387
16-Feb-26,09.15,15237,15299,15136,15216,15426.52972232722
16-Feb-26,10.15,15218,15220,15025,15070,15425.629461028697
16-Feb-26,11.15,15070,15089,14960,14990,15424.169833625558
16-Feb-26,12.15,14987,15055,14977,15016,15423.71710688883
16-Feb-26,13.15,15011,15048,15005,15023,15423.11784159151
16-Feb-26,14.15,15023,15069,15019,15068,15421.85836107282
16-Feb-26,15.15,15062,15070,15041,15060,15421.291954173585
17-Feb-26,09.15,15046,15114,14960,15099,15420.37834799304
17-Feb-26,10.15,15099,15169,15058,15157,15419.760065145212
17-Feb-26,11.15,15163,15195,15120,15125,15419.189333888124
17-Feb-26,12.15,15123,15211,15121,15187,15418.766768564994
17-Feb-26,13.15,15188,15207,15133,15140,15418.36881727372
17-Feb-26,14.15,15137,15197,15137,15187,15417.965985932342
17-Feb-26,15.15,15178,15192,15150,15192,15417.77604080604
18-Feb-26,09.15,15201,15239,15074,15117,15416.36845852239
18-Feb-26,10.15,15122,15129,15083,15104,15415.551717773247
18-Feb-26,11.15,15102,15147,15077,15140,15414.66999067188
18-Feb-26,12.15,15140,15177,15126,15163,15414.100480955516
18-Feb-26,13.15,15156,15163,15107,15145,15413.468830165844
18-Feb-26,14.15,15145,15170,15110,15168,15412.478123006556
18-Feb-26,15.15,15162,15188,15149,15165,15412.092795639728
19-Feb-26,09.15,15163,15279,15161,15185,15411.697251593454
19-Feb-26,10.15,15187,15209,15152,15180,15411.483365962877
19-Feb-26,11.15,15173,15180,15085,15101,15411.19350826988
19-Feb-26,12.15,15093,15127,15067,15120,15410.797322368944
19-Feb-26,13.15,15113,15129,15070,15119,15410.4469962574
19-Feb-26,14.15,15119,15128,14895,14905,15408.97964266525
19-Feb-26,15.15,14902,14907,14853,14880,15408.282015281886
20-Feb-26,09.15,14898,14985,14848,14923,15406.777769671233
20-Feb-26,10.15,14922,15023,14922,15012,15406.036123453408
20-Feb-26,11.15,15015,15023,14927,14983,15404.120363159733
20-Feb-26,12.15,14983,15074,14980,15011,15398.960028025049
20-Feb-26,13.15,15010,15077,14999,15046,15398.309549163016
20-Feb-26,14.15,15048,15058,14950,14990,15394.995710937266
20-Feb-26,15.15,14987,15023,14953,15009,15393.680944940945
23-Feb-26,09.15,15050,15118,14984,15051,15392.73348740404
23-Feb-26,10.15,15052,15080,15031,15053,15392.259883880764
23-Feb-26,11.15,15053,15078,15045,15070,15391.69952783451
23-Feb-26,12.15,15069,15083,15009,15020,15390.519531263146
23-Feb-26,13.15,15012,15058,14990,15011,15389.746315557744
23-Feb-26,14.15,15012,15083,15003,15074,15388.515928521392
23-Feb-26,15.15,15074,15089,15045,15050,15387.953640723805
24-Feb-26,09.15,15015,15062,14928,14931,15386.939390316373
24-Feb-26,10.15,14935,14970,14913,14955,15386.117490497409
24-Feb-26,11.15,14954,14979,14922,14946,15384.358493030146
24-Feb-26,12.15,14942,14954,14904,14939,15383.154125494077
24-Feb-26,13.15,14940,14953,14919,14946,15382.397474182617
24-Feb-26,14.15,14950,14965,14911,14920,15380.318298574131
24-Feb-26,15.15,14920,14935,14906,14920,15378.998758408625
25-Feb-26,09.15,14892,15056,14837,14989,15377.590740334686
25-Feb-26,10.15,14989,15083,14982,15044,15375.811517387898
25-Feb-26,11.15,15044,15133,15009,15127,15374.8344175255
25-Feb-26,12.15,15127,15132,15006,15028,15373.441563240329
25-Feb-26,13.15,15028,15038,14975,15019,15372.808437229802
25-Feb-26,14.15,15022,15068,15012,15060,15371.897583636526
25-Feb-26,15.15,15057,15133,15056,15125,15371.25738445949
26-Feb-26,09.15,15145,15180,15095,15158,15370.690196774183
26-Feb-26,10.15,15158,15180,15111,15124,15369.877855331068
26-Feb-26,11.15,15124,15145,15046,15070,15369.071036178317
26-Feb-26,12.15,15072,15188,15067,15183,15368.568642581957
26-Feb-26,13.15,15183,15208,15151,15163,15367.94189401908
26-Feb-26,14.15,15169,15224,15130,15210,15367.203874361803
26-Feb-26,15.15,15209,15222,15200,15201,15366.9743284471
27-Feb-26,09.15,15137,15192,14952,14984,15365.95480266457
27-Feb-26,10.15,14985,14985,14890,14970,15364.691495805097
27-Feb-26,11.15,14970,14976,14910,14929,15363.274125396669
27-Feb-26,12.15,14930,14998,14928,14994,15362.28533048631
27-Feb-26,13.15,14995,14999,14966,14992,15361.603099940168
27-Feb-26,14.15,14991,14993,14822,14865,15357.563324250936
27-Feb-26,15.15,14865,14876,14804,14810,15353.61448927471
02-Mar-26,09.15,14329,14684,14207,14581,15349.058678105432
02-Mar-26,10.15,14582,14588,14352,14402,15345.739896876845
02-Mar-26,11.15,14402,14425,14363,14369,15341.96896878938
02-Mar-26,12.15,14369,14380,14292,14332,15337.41383262653
02-Mar-26,13.15,14337,14360,14204,14352,15331.934672953366
02-Mar-26,14.15,14354,14465,14337,14414,15321.300869420284
02-Mar-26,15.15,14414,14420,14359,14368,15319.090986959469
04-Mar-26,09.15,14100,14100,13904,14085,15307.88310891214
04-Mar-26,10.15,14094,14100,13945,13969,15302.208475194442
04-Mar-26,11.15,13970,13978,13824,13832,15293.33787473224
04-Mar-26,12.15,13832,13904,13794,13900,15286.002828570096
04-Mar-26,13.15,13904,14079,13878,14078,15279.159045949436
04-Mar-26,14.15,14077,14184,14050,14165,15269.485283315042
04-Mar-26,15.15,14165,14177,14138,14167,15266.17768529517
05-Mar-26,09.15,14231,14269,14095,14156,15262.779337939024
05-Mar-26,10.15,14161,14231,14081,14189,15255.540993665612
05-Mar-26,11.15,14189,14234,14181,14226,15253.34703611954
05-Mar-26,12.15,14226,14284,14215,14249,15251.95431761178
05-Mar-26,13.15,14249,14268,14189,14200,15249.824964332696
05-Mar-26,14.15,14201,14513,14171,14347,15243.836619321844
05-Mar-26,15.15,14347,14570,14345,14471,15241.195266080344
06-Mar-26,09.15,14306,14340,14181,14305,15236.934460808076
06-Mar-26,10.15,14307,14407,14296,14403,15232.978909952251
06-Mar-26,11.15,14404,14466,14360,14367,15231.231724802346
06-Mar-26,12.15,14368,14368,14315,14326,15229.311108523718
06-Mar-26,13.15,14324,14358,14293,14333,15227.884078579102
06-Mar-26,14.15,14335,14357,14151,14174,15222.757248659902
06-Mar-26,15.15,14174,14176,14115,14138,15220.973875198626
09-Mar-26,09.15,13621,13708,13365,13478,15196.357616981575
09-Mar-26,10.15,13478,13537,13406,13480,15187.845113805177
09-Mar-26,11.15,13475,13484,13420,13481,15181.958688064677
09-Mar-26,12.15,13480,13494,13372,13403,15174.707239084571
09-Mar-26,13.15,13402,13480,13400,13463,15170.786299097448
09-Mar-26,14.15,13463,13550,13454,13513,15162.943961206862
09-Mar-26,15.15,13513,13533,13480,13498,15159.226945320748
10-Mar-26,09.15,13702,13741,13505,13591,15152.965467407874
10-Mar-26,10.15,13592,13700,13562,13694,15149.496051268658
10-Mar-26,11.15,13694,13703,13638,13644,15147.10890251294
10-Mar-26,12.15,13644,13725,13585,13722,15143.084902927869
10-Mar-26,13.15,13725,13850,13718,13834,15139.635275778832
10-Mar-26,14.15,13829,13909,13801,13860,15134.916916131482
10-Mar-26,15.15,13860,13900,13855,13888,15133.036993891326
11-Mar-26,09.15,13868,13948,13700,13704,15127.864906224926
11-Mar-26,10.15,13702,13792,13661,13697,15123.70435496927
11-Mar-26,11.15,13702,13707,13590,13642,15120.355459677176
11-Mar-26,12.15,13642,13655,13513,13519,15116.56386284942
11-Mar-26,13.15,13519,13557,13451,13490,15111.901414543754
11-Mar-26,14.15,13492,13526,13441,13479,15105.60942830835
11-Mar-26,15.15,13487,13529,13471,13500,15102.6253959381
12-Mar-26,09.15,13407,13407,13143,13150,15089.620248541256
12-Mar-26,10.15,13147,13232,13131,13196,15084.139620075994
12-Mar-26,11.15,13196,13214,13103,13138,15078.455990506363
12-Mar-26,12.15,13136,13156,13080,13120,15072.82110832388
12-Mar-26,13.15,13122,13195,13077,13108,15066.851322530489
12-Mar-26,14.15,13108,13135,12990,13011,15054.968153612344
12-Mar-26,15.15,13012,13014,12966,12995,15049.592114999648
13-Mar-26,09.15,12898,12962,12740,12752,15036.727473452427
13-Mar-26,10.15,12755,12760,12690,12718,15028.57952100185
13-Mar-26,11.15,12717,12791,12675,12693,15018.22052681519
13-Mar-26,12.15,12692,12697,12495,12497,15004.03557286811
13-Mar-26,13.15,12497,12590,12483,12540,14978.634180521563
13-Mar-26,14.15,12540,12610,12506,12604,14948.437294377918
13-Mar-26,15.15,12604,12620,12600,12615,14942.08494446561
16-Mar-26,09.15,12531,12671,12431,12492,14901.412732017856
16-Mar-26,10.15,12491,12611,12400,12604,14880.341511940833
16-Mar-26,11.15,12608,12779,12600,12722,14862.753662748526
16-Mar-26,12.15,12721,12722,12600,12635,14846.627221711162
16-Mar-26,13.15,12635,12743,12590,12689,14829.5111579138
16-Mar-26,14.15,12689,12874,12674,12756,14802.584042621977
16-Mar-26,15.15,12759,12764,12697,12740,14797.79863284634
17-Mar-26,09.15,12796,13100,12686,13017,14778.791050590324
17-Mar-26,10.15,13017,13050,12833,12843,14769.293085906462
17-Mar-26,11.15,12842,12843,12711,12805,14760.031204272029
17-Mar-26,12.15,12805,12938,12771,12920,14749.04580133857
17-Mar-26,13.15,12920,12959,12808,12955,14732.657993109886
17-Mar-26,14.15,12955,13037,12901,12950,14710.003684245748
17-Mar-26,15.15,12948,13028,12924,13010,14704.497025971992
18-Mar-26,09.15,13041,13165,13015,13105,14698.731261894049
18-Mar-26,10.15,13109,13176,13101,13147,14694.569668696364
18-Mar-26,11.15,13146,13156,13100,13124,14689.522771884604
18-Mar-26,12.15,13124,13124,13046,13096,14684.25129438443
18-Mar-26,13.15,13093,13118,13064,13090,14681.12527429642
18-Mar-26,14.15,13085,13108,13034,13036,14675.783569786225
18-Mar-26,15.15,13040,13058,13022,13043,14674.094158588196
19-Mar-26,09.15,12768,12838,12700,12739,14669.101988235054
19-Mar-26,10.15,12739,12739,12628,12643,14665.437325860554
19-Mar-26,11.15,12643,12677,12589,12612,14660.218249000389
19-Mar-26,12.15,12611,12653,12600,12610,14656.318757629024
19-Mar-26,13.15,12610,12652,12600,12623,14649.53259798038
19-Mar-26,14.15,12623,12650,12505,12611,14636.48958767482
19-Mar-26,15.15,12614,12627,12590,12600,14627.202028858668
20-Mar-26,09.15,12603,12756,12602,12684,14620.72713682536
20-Mar-26,10.15,12680,12748,12620,12674,14614.210954410157
20-Mar-26,11.15,12674,12736,12644,12657,14607.695118396072
20-Mar-26,12.15,12656,12687,12575,12678,14601.510367804589
20-Mar-26,13.15,12678,12708,12640,12658,14596.82031765384
20-Mar-26,14.15,12656,12673,12556,12595,14580.06366870591
20-Mar-26,15.15,12596,12625,12589,12615,14570.868783758291
23-Mar-26,09.15,12461,12495,12278,12335,14561.470851740163
23-Mar-26,10.15,12340,12408,12311,12397,14556.839101244312
23-Mar-26,11.15,12397,12418,12349,12349,14552.553296998469
23-Mar-26,12.15,12353,12397,12324,12339,14547.644244975296
23-Mar-26,13.15,12341,12433,12301,12403,14540.840350713306
23-Mar-26,14.15,12403,12425,12330,12346,14529.864438398898
23-Mar-26,15.15,12349,12355,12305,12309,14527.166172839645
24-Mar-26,09.15,12600,12650,12393,12416,14521.74332188672
24-Mar-26,10.15,12412,12449,12332,12358,14513.010210306897
24-Mar-26,11.15,12364,12462,12346,12424,14507.270647779796
24-Mar-26,12.15,12422,12630,12420,12570,14500.315149007514
24-Mar-26,13.15,12570,12614,12518,12543,14495.073223315308
24-Mar-26,14.15,12545,12565,12418,12451,14485.902445401138
24-Mar-26,15.15,12451,12525,12445,12490,14482.306291713863
25-Mar-26,09.15,12540,12720,12506,12693,14475.355594124912
