time,open,high,low,close,VWAP
2026-01-21T09:15:00+05:30,15797,15973,15784,15828,16479.620173366504
2026-01-21T10:15:00+05:30,15826,15837,15702,15757,16467.704266338067
2026-01-21T11:15:00+05:30,15755,15786,15693,15762,16461.28917204429
2026-01-21T12:15:00+05:30,15758,15850,15727,15756,16456.063138282556
2026-01-21T13:15:00+05:30,15762,15781,15726,15744,16451.595001557056
2026-01-21T14:15:00+05:30,15744,15803,15742,15754,16443.935223946257
2026-01-21T15:15:00+05:30,15754,15826,15741,15821,16439.31151791877
2026-01-22T09:15:00+05:30,15929,15971,15824,15873,16428.317942465354
2026-01-22T10:15:00+05:30,15873,15901,15737,15750,16424.210665155228
2026-01-22T11:15:00+05:30,15752,15786,15714,15759,16417.412969274592
2026-01-22T12:15:00+05:30,15761,15827,15745,15780,16411.191143634394
2026-01-22T13:15:00+05:30,15777,15789,15726,15737,16407.466661489165
2026-01-22T14:15:00+05:30,15735,15811,15717,15761,16397.20150607521
2026-01-22T15:15:00+05:30,15760,15787,15735,15735,16393.513933124705
2026-01-23T09:15:00+05:30,15802,15846,15702,15746,16388.844723036556
2026-01-23T10:15:00+05:30,15744,15783,15594,15615,16384.19059393408
2026-01-23T11:15:00+05:30,15615,15628,15497,15512,16374.439275137815
2026-01-23T12:15:00+05:30,15511,15519,15451,15482,16365.443510181485
2026-01-23T13:15:00+05:30,15482,15507,15458,15480,16355.626179046236
2026-01-23T14:15:00+05:30,15481,15541,15439,15450,16342.655994503793
2026-01-23T15:15:00+05:30,15450,15519,15450,15511,16338.406669484324
2026-01-27T09:15:00+05:30,15300,15387,15013,15218,16306.660813875096
2026-01-27T10:15:00+05:30,15214,15244,15015,15062,16285.380800894001
2026-01-27T11:15:00+05:30,15068,15203,15058,15156,16274.792692038533
2026-01-27T12:15:00+05:30,15154,15202,15127,15199,16266.08533088955
2026-01-27T13:15:00+05:30,15199,15246,15134,15138,16257.331422027251
2026-01-27T14:15:00+05:30,15136,15262,15122,15255,16234.054862696163
2026-01-27T15:15:00+05:30,15257,15299,15237,15237,16226.545047457852
2026-01-28T09:15:00+05:30,15169,15172,14845,14908,16174.67866460009
2026-01-28T10:15:00+05:30,14907,14966,14813,14956,16140.776750548139
2026-01-28T11:15:00+05:30,14953,14970,14879,14945,16125.507635752101
2026-01-28T12:15:00+05:30,14946,15075,14920,15045,16110.156044772852
2026-01-28T13:15:00+05:30,15045,15132,14508,14510,16073.739302152311
2026-01-28T14:15:00+05:30,14505,15294,14431,14879,15951.52937616802
2026-01-28T15:15:00+05:30,14879,14887,14800,14880,15938.816382723026
2026-01-29T09:15:00+05:30,14728,14728,14353,14505,15886.235528497104
2026-01-29T10:15:00+05:30,14505,14550,14421,14494,15867.640943343771
2026-01-29T11:15:00+05:30,14497,14516,14438,14502,15857.28726750122
2026-01-29T12:15:00+05:30,14500,14502,14452,14462,15849.865328019801
2026-01-29T13:15:00+05:30,14462,14539,14438,14511,15836.22090150804
2026-01-29T14:15:00+05:30,14509,14539,14480,14496,15820.234526354914
2026-01-29T15:15:00+05:30,14496,14508,14475,14484,15812.54402527231
2026-01-30T09:15:00+05:30,14472,14679,14349,14425,15763.933963600952
2026-01-30T10:15:00+05:30,14422,14426,14354,14363,15748.586948042679
2026-01-30T11:15:00+05:30,14363,14412,14300,14409,15723.695274699783
2026-01-30T12:15:00+05:30,14409,14499,14409,14457,15714.41043327577
2026-01-30T13:15:00+05:30,14459,14630,14433,14595,15705.79067877246
2026-01-30T14:15:00+05:30,14601,14650,14537,14586,15683.372686410405
2026-01-30T15:15:00+05:30,14587,14635,14559,14580,15673.93925433821
2026-02-01T09:15:00+05:30,14663,14767,14500,14725,15670.597638328152
2026-02-01T10:15:00+05:30,14724,14796,14714,14765,15668.128032709572
2026-02-01T11:15:00+05:30,14767,14795,14191,14543,15657.407624046667
2026-02-01T12:15:00+05:30,14545,14558,14250,14347,15648.337766382154
2026-02-01T13:15:00+05:30,14355,14411,14229,14270,15640.885748249118
2026-02-01T14:15:00+05:30,14271,14331,14151,14160,15626.461027765801
2026-02-01T15:15:00+05:30,14162,14194,14136,14180,15620.040359307473
2026-02-02T09:15:00+05:30,14211,14283,14110,14178,15598.574356808449
2026-02-02T10:15:00+05:30,14177,14221,14058,14086,15584.088327308686
2026-02-02T11:15:00+05:30,14086,14265,14078,14265,15575.649162652373
2026-02-02T12:15:00+05:30,14267,14285,14194,14246,15570.647531535415
2026-02-02T13:15:00+05:30,14249,14253,14190,14212,15558.416993972316
2026-02-02T14:15:00+05:30,14214,14380,14213,14379,15539.611406092856
2026-02-02T15:15:00+05:30,14375,14446,14368,14378,15534.561330304869
2026-02-03T09:15:00+05:30,15210,15281,14482,14550,15519.789117076498
2026-02-03T10:15:00+05:30,14562,14684,14556,14664,15513.46791671269
2026-02-03T11:15:00+05:30,14661,14875,14620,14870,15505.904395249068
2026-02-03T12:15:00+05:30,14866,14889,14808,14837,15503.31649573573
2026-02-03T13:15:00+05:30,14843,14898,14753,14756,15498.596550077566
2026-02-03T14:15:00+05:30,14757,14814,14730,14784,15493.120197712336
2026-02-03T15:15:00+05:30,14781,14797,14724,14768,15489.301237556525
2026-02-04T09:15:00+05:30,14779,14999,14723,14978,15485.884881103893
2026-02-04T10:15:00+05:30,14982,15123,14955,15015,15483.817870043378
2026-02-04T11:15:00+05:30,15015,15073,14990,15068,15482.623823602433
2026-02-04T12:15:00+05:30,15068,15098,14995,15083,15479.255253249867
2026-02-04T13:15:00+05:30,15083,15142,15060,15134,15477.567481023441
2026-02-04T14:15:00+05:30,15134,15170,15053,15085,15473.197131924708
2026-02-04T15:15:00+05:30,15082,15090,15009,15009,15471.479125581744
2026-02-05T09:15:00+05:30,15098,15130,14900,14943,15469.511466422864
2026-02-05T10:15:00+05:30,14946,14995,14900,14986,15468.24469966951
2026-02-05T11:15:00+05:30,14981,15022,14966,15007,15466.867413966518
2026-02-05T12:15:00+05:30,15007,15120,15000,15107,15464.95664013706
2026-02-05T13:15:00+05:30,15107,15150,15057,15067,15461.48545361853
2026-02-05T14:15:00+05:30,15067,15100,15058,15073,15458.643062788127
2026-02-05T15:15:00+05:30,15075,15076,15013,15049,15457.861193769162
2026-02-06T09:15:00+05:30,14979,15044,14871,14989,15455.442318915913
2026-02-06T10:15:00+05:30,14989,15077,14945,15077,15454.099548088378
2026-02-06T11:15:00+05:30,15077,15118,15024,15032,15452.553044574735
2026-02-06T12:15:00+05:30,15030,15030,14912,14945,15450.624779527028
2026-02-06T13:15:00+05:30,14951,15010,14945,14964,15449.54151764402
2026-02-06T14:15:00+05:30,14961,15016,14940,15012,15447.92706174874
2026-02-06T15:15:00+05:30,15011,15012,14962,14980,15447.104846888646
2026-02-09T09:15:00+05:30,15125,15126,14905,14951,15445.819979848193
2026-02-09T10:15:00+05:30,14950,15069,14938,15022,15444.671795754128
2026-02-09T11:15:00+05:30,15027,15037,15002,15032,15444.176562502238
2026-02-09T12:15:00+05:30,15032,15038,14966,14985,15443.042712239656
2026-02-09T13:15:00+05:30,14985,14988,14910,14929,15441.711986912522
2026-02-09T14:15:00+05:30,14927,14984,14920,14973,15440.207932317413
2026-02-09T15:15:00+05:30,14971,14987,14971,14980,15439.366664965755
2026-02-10T09:15:00+05:30,15000,15215,14983,15194,15437.386383863635
2026-02-10T10:15:00+05:30,15194,15252,15194,15238,15436.79618722046
2026-02-10T11:15:00+05:30,15238,15349,15231,15287,15436.121651973488
2026-02-10T12:15:00+05:30,15286,15299,15204,15221,15435.32087390423
2026-02-10T13:15:00+05:30,15216,15230,15122,15172,15434.421642645504
2026-02-10T14:15:00+05:30,15172,15217,15136,15148,15433.002791945206
2026-02-10T15:15:00+05:30,15148,15153,15132,15136,15432.187602758602
2026-02-11T09:15:00+05:30,15179,15324,15174,15281,15431.146408230186
2026-02-11T10:15:00+05:30,15284,15417,15284,15343,15430.776596442915
2026-02-11T11:15:00+05:30,15342,15398,15311,15380,15430.51842002782
2026-02-11T12:15:00+05:30,15380,15388,15333,15375,15430.37584892255
2026-02-11T13:15:00+05:30,15373,15404,15351,15396,15430.240878383338
2026-02-11T14:15:00+05:30,15394,15414,15386,15406,15430.106964740971
2026-02-11T15:15:00+05:30,15403,15432,15401,15415,15430.042393053733
2026-02-12T09:15:00+05:30,15412,15420,15319,15362,15429.875342264068
2026-02-12T10:15:00+05:30,15361,15400,15332,15373,15429.771671826968
2026-02-12T11:15:00+05:30,15378,15440,15370,15410,15429.715898619055
2026-02-12T12:15:00+05:30,15410,15426,15355,15356,15429.658950089402
2026-02-12T13:15:00+05:30,15355,15390,15321,15336,15429.490046706525
2026-02-12T14:15:00+05:30,15329,15369,15265,15335,15429.070594478839
2026-02-12T15:15:00+05:30,15333,15340,15306,15328,15428.88468388645
2026-02-13T09:15:00+05:30,15317,15370,15242,15276,15428.560719266241
2026-02-13T10:15:00+05:30,15273,15354,15248,15328,15428.360159534403
2026-02-13T11:15:00+05:30,15333,15434,15320,15409,15428.224412130752
2026-02-13T12:15:00+05:30,15404,15412,15303,15314,15428.087559019361
2026-02-13T13:15:00+05:30,15314,15325,15240,15285,15427.775560760076
2026-02-13T14:15:00+05:30,15281,15315,15244,15254,15427.304600280644
2026-02-13T15:15:00+05:30,15250,15258,15190,15211,15426.94115923387
2026-02-16T09:15:00+05:30,15237,15299,15136,15216,15426.52972232722
2026-02-16T10:15:00+05:30,15218,15220,15025,15070,15425.629461028697
2026-02-16T11:15:00+05:30,15070,15089,14960,14990,15424.169833625558
2026-02-16T12:15:00+05:30,14987,15055,14977,15016,15423.71710688883
2026-02-16T13:15:00+05:30,15011,15048,15005,15023,15423.11784159151
2026-02-16T14:15:00+05:30,15023,15069,15019,15068,15421.85836107282
2026-02-16T15:15:00+05:30,15062,15070,15041,15060,15421.291954173585
2026-02-17T09:15:00+05:30,15046,15114,14960,15099,15420.37834799304
2026-02-17T10:15:00+05:30,15099,15169,15058,15157,15419.760065145212
2026-02-17T11:15:00+05:30,15163,15195,15120,15125,15419.189333888124
2026-02-17T12:15:00+05:30,15123,15211,15121,15187,15418.766768564994
2026-02-17T13:15:00+05:30,15188,15207,15133,15140,15418.36881727372
2026-02-17T14:15:00+05:30,15137,15197,15137,15187,15417.965985932342
2026-02-17T15:15:00+05:30,15178,15192,15150,15192,15417.776040806039
2026-02-18T09:15:00+05:30,15201,15239,15074,15117,15416.36845852239
2026-02-18T10:15:00+05:30,15122,15129,15083,15104,15415.551717773247
2026-02-18T11:15:00+05:30,15102,15147,15077,15140,15414.669990671879
2026-02-18T12:15:00+05:30,15140,15177,15126,15163,15414.100480955516
2026-02-18T13:15:00+05:30,15156,15163,15107,15145,15413.468830165843
2026-02-18T14:15:00+05:30,15145,15170,15110,15168,15412.478123006555
2026-02-18T15:15:00+05:30,15162,15188,15149,15165,15412.092795639728
2026-02-19T09:15:00+05:30,15163,15279,15161,15185,15411.697251593454
2026-02-19T10:15:00+05:30,15187,15209,15152,15180,15411.483365962875
2026-02-19T11:15:00+05:30,15173,15180,15085,15101,15411.19350826988
2026-02-19T12:15:00+05:30,15093,15127,15067,15120,15410.797322368944
2026-02-19T13:15:00+05:30,15113,15129,15070,15119,15410.4469962574
2026-02-19T14:15:00+05:30,15119,15128,14895,14905,15408.97964266525
2026-02-19T15:15:00+05:30,14902,14907,14853,14880,15408.282015281886
2026-02-20T09:15:00+05:30,14898,14985,14848,14923,15406.777769671231
2026-02-20T10:15:00+05:30,14922,15023,14922,15012,15406.036123453407
2026-02-20T11:15:00+05:30,15015,15023,14927,14983,15404.120363159731
2026-02-20T12:15:00+05:30,14983,15074,14980,15011,15398.960028025049
2026-02-20T13:15:00+05:30,15010,15077,14999,15046,15398.309549163016
2026-02-20T14:15:00+05:30,15048,15058,14950,14990,15394.995710937266
2026-02-20T15:15:00+05:30,14987,15023,14953,15009,15393.680944940943
2026-02-23T09:15:00+05:30,15050,15118,14984,15051,15392.733487404039
2026-02-23T10:15:00+05:30,15052,15080,15031,15053,15392.259883880764
2026-02-23T11:15:00+05:30,15053,15078,15045,15070,15391.69952783451
2026-02-23T12:15:00+05:30,15069,15083,15009,15020,15390.519531263146
2026-02-23T13:15:00+05:30,15012,15058,14990,15011,15389.746315557744
2026-02-23T14:15:00+05:30,15012,15083,15003,15074,15388.515928521392
2026-02-23T15:15:00+05:30,15074,15089,15045,15050,15387.953640723805
2026-02-24T09:15:00+05:30,15015,15062,14928,14931,15386.939390316373
2026-02-24T10:15:00+05:30,14935,14970,14913,14955,15386.117490497407
2026-02-24T11:15:00+05:30,14954,14979,14922,14946,15384.358493030146
2026-02-24T12:15:00+05:30,14942,14954,14904,14939,15383.154125494077
2026-02-24T13:15:00+05:30,14940,14953,14919,14946,15382.397474182615
2026-02-24T14:15:00+05:30,14950,14965,14911,14920,15380.318298574131
2026-02-24T15:15:00+05:30,14920,14935,14906,14920,15378.998758408623
2026-02-25T09:15:00+05:30,14892,15056,14837,14989,15377.590740334686
2026-02-25T10:15:00+05:30,14989,15083,14982,15044,15375.811517387898
2026-02-25T11:15:00+05:30,15044,15133,15009,15127,15374.8344175255
2026-02-25T12:15:00+05:30,15127,15132,15006,15028,15373.441563240327
2026-02-25T13:15:00+05:30,15028,15038,14975,15019,15372.808437229802
2026-02-25T14:15:00+05:30,15022,15068,15012,15060,15371.897583636526
2026-02-25T15:15:00+05:30,15057,15133,15056,15125,15371.25738445949
2026-02-26T09:15:00+05:30,15145,15180,15095,15158,15370.690196774183
2026-02-26T10:15:00+05:30,15158,15180,15111,15124,15369.877855331068
2026-02-26T11:15:00+05:30,15124,15145,15046,15070,15369.071036178317
2026-02-26T12:15:00+05:30,15072,15188,15067,15183,15368.568642581955
2026-02-26T13:15:00+05:30,15183,15208,15151,15163,15367.941894019079
2026-02-26T14:15:00+05:30,15169,15224,15130,15210,15367.203874361805
2026-02-26T15:15:00+05:30,15209,15222,15200,15201,15366.9743284471
2026-02-27T09:15:00+05:30,15137,15192,14952,14984,15365.95480266457
2026-02-27T10:15:00+05:30,14985,14985,14890,14970,15364.691495805097
2026-02-27T11:15:00+05:30,14970,14976,14910,14929,15363.274125396669
2026-02-27T12:15:00+05:30,14930,14998,14928,14994,15362.28533048631
2026-02-27T13:15:00+05:30,14995,14999,14966,14992,15361.603099940168
2026-02-27T14:15:00+05:30,14991,14993,14822,14865,15357.563324250936
2026-02-27T15:15:00+05:30,14865,14876,14804,14810,15353.61448927471
2026-03-02T09:15:00+05:30,14329,14684,14207,14581,15349.058678105432
2026-03-02T10:15:00+05:30,14582,14588,14352,14402,15345.739896876845
2026-03-02T11:15:00+05:30,14402,14425,14363,14369,15341.96896878938
2026-03-02T12:15:00+05:30,14369,14380,14292,14332,15337.41383262653
2026-03-02T13:15:00+05:30,14337,14360,14204,14352,15331.934672953366
2026-03-02T14:15:00+05:30,14354,14465,14337,14414,15321.300869420284
2026-03-02T15:15:00+05:30,14414,14420,14359,14368,15319.090986959469
2026-03-04T09:15:00+05:30,14100,14100,13904,14085,15307.883108912141
2026-03-04T10:15:00+05:30,14094,14100,13945,13969,15302.208475194442
2026-03-04T11:15:00+05:30,13970,13978,13824,13832,15293.337874732239
2026-03-04T12:15:00+05:30,13832,13904,13794,13900,15286.002828570097
2026-03-04T13:15:00+05:30,13904,14079,13878,14078,15279.159045949435
2026-03-04T14:15:00+05:30,14077,14184,14050,14165,15269.485283315042
2026-03-04T15:15:00+05:30,14165,14177,14138,14167,15266.17768529517
2026-03-05T09:15:00+05:30,14231,14269,14095,14156,15262.779337939024
2026-03-05T10:15:00+05:30,14161,14231,14081,14189,15255.540993665612
2026-03-05T11:15:00+05:30,14189,14234,14181,14226,15253.34703611954
2026-03-05T12:15:00+05:30,14226,14284,14215,14249,15251.954317611779
2026-03-05T13:15:00+05:30,14249,14268,14189,14200,15249.824964332696
2026-03-05T14:15:00+05:30,14201,14513,14171,14347,15243.836619321843
2026-03-05T15:15:00+05:30,14347,14570,14345,14471,15241.195266080344
2026-03-06T09:15:00+05:30,14306,14340,14181,14305,15236.934460808076
2026-03-06T10:15:00+05:30,14307,14407,14296,14403,15232.978909952253
2026-03-06T11:15:00+05:30,14404,14466,14360,14367,15231.231724802346
2026-03-06T12:15:00+05:30,14368,14368,14315,14326,15229.311108523718
2026-03-06T13:15:00+05:30,14324,14358,14293,14333,15227.884078579102
2026-03-06T14:15:00+05:30,14335,14357,14151,14174,15222.757248659902
2026-03-06T15:15:00+05:30,14174,14176,14115,14138,15220.973875198626
2026-03-09T09:15:00+05:30,13621,13708,13365,13478,15196.357616981577
2026-03-09T10:15:00+05:30,13478,13537,13406,13480,15187.845113805177
2026-03-09T11:15:00+05:30,13475,13484,13420,13481,15181.958688064677
2026-03-09T12:15:00+05:30,13480,13494,13372,13403,15174.707239084571
2026-03-09T13:15:00+05:30,13402,13480,13400,13463,15170.786299097448
2026-03-09T14:15:00+05:30,13463,13550,13454,13513,15162.943961206862
2026-03-09T15:15:00+05:30,13513,13533,13480,13498,15159.226945320748
2026-03-10T09:15:00+05:30,13702,13741,13505,13591,15152.965467407874
2026-03-10T10:15:00+05:30,13592,13700,13562,13694,15149.496051268658
2026-03-10T11:15:00+05:30,13694,13703,13638,13644,15147.108902512939
2026-03-10T12:15:00+05:30,13644,13725,13585,13722,15143.084902927869
2026-03-10T13:15:00+05:30,13725,13850,13718,13834,15139.635275778832
2026-03-10T14:15:00+05:30,13829,13909,13801,13860,15134.916916131482
2026-03-10T15:15:00+05:30,13860,13900,13855,13888,15133.036993891326
2026-03-11T09:15:00+05:30,13868,13948,13700,13704,15127.864906224926
2026-03-11T10:15:00+05:30,13702,13792,13661,13697,15123.70435496927
2026-03-11T11:15:00+05:30,13702,13707,13590,13642,15120.355459677176
2026-03-11T12:15:00+05:30,13642,13655,13513,13519,15116.56386284942
2026-03-11T13:15:00+05:30,13519,13557,13451,13490,15111.901414543754
2026-03-11T14:15:00+05:30,13492,13526,13441,13479,15105.60942830835
2026-03-11T15:15:00+05:30,13487,13529,13471,13500,15102.6253959381
2026-03-12T09:15:00+05:30,13407,13407,13143,13150,15089.620248541256
2026-03-12T10:15:00+05:30,13147,13232,13131,13196,15084.139620075994
2026-03-12T11:15:00+05:30,13196,13214,13103,13138,15078.455990506363
2026-03-12T12:15:00+05:30,13136,13156,13080,13120,15072.82110832388
2026-03-12T13:15:00+05:30,13122,13195,13077,13108,15066.851322530487
2026-03-12T14:15:00+05:30,13108,13135,12990,13011,15054.968153612343
2026-03-12T15:15:00+05:30,13012,13014,12966,12995,15049.592114999648
2026-03-13T09:15:00+05:30,12898,12962,12740,12752,15036.727473452429
2026-03-13T10:15:00+05:30,12755,12760,12690,12718,15028.57952100185
2026-03-13T11:15:00+05:30,12717,12791,12675,12693,15018.22052681519
2026-03-13T12:15:00+05:30,12692,12697,12495,12497,15004.03557286811
2026-03-13T13:15:00+05:30,12497,12590,12483,12540,14978.634180521565
2026-03-13T14:15:00+05:30,12540,12610,12506,12604,14948.437294377918
2026-03-13T15:15:00+05:30,12604,12620,12600,12615,14942.08494446561
2026-03-16T09:15:00+05:30,12531,12671,12431,12492,14901.412732017856
2026-03-16T10:15:00+05:30,12491,12611,12400,12604,14880.341511940833
2026-03-16T11:15:00+05:30,12608,12779,12600,12722,14862.753662748526
2026-03-16T12:15:00+05:30,12721,12722,12600,12635,14846.627221711162
2026-03-16T13:15:00+05:30,12635,12743,12590,12689,14829.511157913801
2026-03-16T14:15:00+05:30,12689,12874,12674,12756,14802.584042621977
2026-03-16T15:15:00+05:30,12759,12764,12697,12740,14797.798632846341
2026-03-17T09:15:00+05:30,12796,13100,12686,13017,14778.791050590324
2026-03-17T10:15:00+05:30,13017,13050,12833,12843,14769.293085906462
2026-03-17T11:15:00+05:30,12842,12843,12711,12805,14760.031204272027
2026-03-17T12:15:00+05:30,12805,12938,12771,12920,14749.04580133857
2026-03-17T13:15:00+05:30,12920,12959,12808,12955,14732.657993109886
2026-03-17T14:15:00+05:30,12955,13037,12901,12950,14710.003684245747
2026-03-17T15:15:00+05:30,12948,13028,12924,13010,14704.497025971992
2026-03-18T09:15:00+05:30,13041,13165,13015,13105,14698.731261894047
2026-03-18T10:15:00+05:30,13109,13176,13101,13147,14694.569668696364
2026-03-18T11:15:00+05:30,13146,13156,13100,13124,14689.522771884605
2026-03-18T12:15:00+05:30,13124,13124,13046,13096,14684.25129438443
2026-03-18T13:15:00+05:30,13093,13118,13064,13090,14681.125274296419
2026-03-18T14:15:00+05:30,13085,13108,13034,13036,14675.783569786225
2026-03-18T15:15:00+05:30,13040,13058,13022,13043,14674.094158588197
2026-03-19T09:15:00+05:30,12768,12838,12700,12739,14669.101988235054
2026-03-19T10:15:00+05:30,12739,12739,12628,12643,14665.437325860554
2026-03-19T11:15:00+05:30,12643,12677,12589,12612,14660.218249000389
2026-03-19T12:15:00+05:30,12611,12653,12600,12610,14656.318757629024
2026-03-19T13:15:00+05:30,12610,12652,12600,12623,14649.53259798038
2026-03-19T14:15:00+05:30,12623,12650,12505,12611,14636.48958767482
2026-03-19T15:15:00+05:30,12614,12627,12590,12600,14627.202028858668
2026-03-20T09:15:00+05:30,12603,12756,12602,12684,14620.727136825359
2026-03-20T10:15:00+05:30,12680,12748,12620,12674,14614.210954410157
2026-03-20T11:15:00+05:30,12674,12736,12644,12657,14607.695118396072
2026-03-20T12:15:00+05:30,12656,12687,12575,12678,14601.510367804589
2026-03-20T13:15:00+05:30,12678,12708,12640,12658,14596.820317653839
2026-03-20T14:15:00+05:30,12656,12673,12556,12595,14580.06366870591
2026-03-20T15:15:00+05:30,12596,12625,12589,12615,14570.868783758293
2026-03-23T09:15:00+05:30,12461,12495,12278,12335,14561.470851740165
2026-03-23T10:15:00+05:30,12340,12408,12311,12397,14556.839101244312
2026-03-23T11:15:00+05:30,12397,12418,12349,12349,14552.553296998467
2026-03-23T12:15:00+05:30,12353,12397,12324,12339,14547.644244975296
2026-03-23T13:15:00+05:30,12341,12433,12301,12403,14540.840350713306
2026-03-23T14:15:00+05:30,12403,12425,12330,12346,14529.864438398898
2026-03-23T15:15:00+05:30,12349,12355,12305,12309,14527.166172839643
2026-03-24T09:15:00+05:30,12600,12650,12393,12416,14521.743321886719
2026-03-24T10:15:00+05:30,12412,12449,12332,12358,14513.010210306897
2026-03-24T11:15:00+05:30,12364,12462,12346,12424,14507.270647779795
2026-03-24T12:15:00+05:30,12422,12630,12420,12570,14500.315149007514
2026-03-24T13:15:00+05:30,12570,12614,12518,12543,14495.073223315307
2026-03-24T14:15:00+05:30,12545,12565,12418,12451,14485.902445401138
2026-03-24T15:15:00+05:30,12451,12525,12445,12490,14482.306291713863
2026-03-25T09:15:00+05:30,12540,12720,12506,12693,14475.355594124912